continent,country,city,airport_name,airport_code
Africa,Morocco,Angads,Angads,OUD
Africa,Morocco,Beni Mellal,Beni Mellal,BEM
Africa,Morocco,Cherif El Idrissi,Cherif El Idrissi,AHU
Africa,Morocco,Dakhla,Dakhla,VIL
Africa,Morocco,Essaouira,Essaouira,ESU
Africa,Morocco,Goulimime,Goulimime,GLN
Africa,Morocco,Ibn Batouta,Ibn Batouta,TNG
Africa,Morocco,Inezgane,Inezgane,AGA
Africa,Morocco,Laayoune,Laayoune,EUN
Africa,Morocco,Marrakesh Menara,Marrakesh Menara,RAK
Africa,Morocco,Mohammed V,Mohammed V,CMN
Africa,Morocco,Moulay Ali Cherif,Moulay Ali Cherif,ERH
Africa,Morocco,Nadar,Nadar,NDR
Africa,Morocco,Ouarzazate,Ouarzazate,OZZ
Africa,Morocco,Plage Blanche,Plage Blanche,TTA
Africa,Morocco,Saiss,Saiss,FEZ
Africa,Morocco,Sale,Sale,RBA
Africa,Morocco,Saniat Rmel,Saniat Rmel,TTU
Africa,Morocco,Zagora,Zagora,OZG
Africa,Mozambique,Beira,Beira,BEW
Africa,Mozambique,Chimoio,Chimoio,VPY
Africa,Mozambique,Inhambane,Inhambane,INH
Africa,Mozambique,Lichinga,Lichinga,VXC
Africa,Mozambique,Maputo,Maputo,MPM
Africa,Mozambique,Nacala,Nacala,MNC
Africa,Mozambique,Nampula,Nampula,APL
Africa,Mozambique,Pemba,Pemba,POL
Africa,Mozambique,Quelimane,Quelimane,UEL
Africa,Mozambique,Tete Chingozi,Tete Chingozi,TET
Africa,Mozambique,Vilankulo,Vilankulo,VNX
Africa,Namibia,Eros,Eros,ERS
Africa,Namibia,Luderitz,Luderitz,LUD
Africa,Namibia,Mokuti Lodge,Mokuti Lodge,OKU
Africa,Namibia,Mpacha,Mpacha,MPA
Africa,Namibia,Ondangwa,Ondangwa,OND
Africa,Namibia,Rooikop,Rooikop,WVB
Africa,Namibia,Swakopmund,Swakopmund,SWP
Africa,Namibia,Windhoek Hosea Kutako,Windhoek Hosea Kutako,WDH
Africa,Nigeria,Abuja Nnamdi Azikiwe,Abuja Nnamdi Azikiwe,ABV
Africa,Nigeria,Akure,Akure,AKR
Africa,Nigeria,Akwa Ibom,Akwa Ibom,QUO
Africa,Nigeria,Asaba,Asaba,ABB
Africa,Nigeria,Bauchi,Bauchi,BCU
Africa,Nigeria,Benin,Benin,BNI
Africa,Nigeria,Calabar,Calabar,CBQ
Africa,Nigeria,Ekiti Agro Allied Cargo,Ekiti Agro Allied Cargo,EKK
Africa,Nigeria,Enugu,Enugu,ENU
Africa,Nigeria,Gombe Lawanti,Gombe Lawanti,GMO
Africa,Nigeria,Ibadan,Ibadan,IBA
Africa,Nigeria,Ilorin,Ilorin,ILR
Africa,Nigeria,Jos,Jos,JOS
Africa,Nigeria,Kaduna,Kaduna,KAD
Africa,Nigeria,Kano Mallam Aminu,Kano Mallam Aminu,KAN
Africa,Nigeria,Katsina,Katsina,DKA
Africa,Nigeria,Lagos Murtala Muhammed,Lagos Murtala Muhammed,LOS
Africa,Nigeria,Maiduguri,Maiduguri,MIU
Africa,Nigeria,Osubi Airstrip,Osubi Airstrip,QRW
Africa,Nigeria,Port Harcourt,Port Harcourt,PHC
Africa,Nigeria,Sadiq Abubakar Iii,Sadiq Abubakar Iii,SKO
Africa,Nigeria,Sam Mbakwe,Sam Mbakwe,QOW
Africa,Nigeria,Yola,Yola,YOL
Africa,Reunion,St Denis de la Reunion,St Denis de la Reunion,RUN
Africa,Rwanda,Kamembe,Kamembe,KME
Africa,Rwanda,Kigali,Kigali,KGL
Africa,Senegal,Blaise Diagne,Blaise Diagne,DSS
Africa,Senegal,Cap Skirring,Cap Skirring,CSK
Africa,Seychelles,Praslin Island,Praslin Island,PRI
Africa,Seychelles,Seychelles,Seychelles,SEZ
Africa,Sierra Leone,Freetown Lungi,Freetown Lungi,FNA
Africa,South Africa,Bloemfontein,Bloemfontein,BFN
Africa,South Africa,Cape Town,Cape Town,CPT
Africa,South Africa,Durban,Durban,DUR
Africa,South Africa,East London,East London,ELS
Africa,South Africa,George,George,GRJ
Africa,South Africa,Hoedspruit Afs,Hoedspruit Afs,HDS
Africa,South Africa,Johannesburg,Johannesburg,JNB
Africa,South Africa,Kimberley,Kimberley,KIM
Africa,South Africa,Kruger Mpumalanga,Kruger Mpumalanga,MQP
Africa,South Africa,Lanseria,Lanseria,HLA
Africa,South Africa,Margate,Margate,MGH
Africa,South Africa,Pietermaritzburg,Pietermaritzburg,PZB
Africa,South Africa,Pietersburg Muni,Pietersburg Muni,PTG
Africa,South Africa,Port Elizabeth,Port Elizabeth,PLZ
Africa,South Africa,Richards Bay,Richards Bay,RCB
Africa,South Africa,Sishen,Sishen,SIS
Africa,South Africa,Skukuza,Skukuza,SZK
Africa,South Africa,Umtata,Umtata,UTT
Africa,South Africa,Upington,Upington,UTN
Africa,Swaziland,King Mswati III,King Mswati III,SHO
Africa,São Tomé and Príncipe,Principe,Principe,PCP
Africa,São Tomé and Príncipe,Sao Tome,Sao Tome,TMS
Africa,Tanzania,Arusha,Arusha,ARK
Africa,Tanzania,Bukoba,Bukoba,BKZ
Africa,Tanzania,Buzwagi,Buzwagi,KBH
Africa,Tanzania,Dar Es Salaam,Dar Es Salaam,DAR
Africa,Tanzania,Dodoma,Dodoma,DOD
Africa,Tanzania,Geita,Geita,GIT
Africa,Tanzania,Iringa,Iringa,IRI
Africa,Tanzania,Kigoma,Kigoma,TKQ
Africa,Tanzania,Kilimanjaro,Kilimanjaro,JRO
Africa,Tanzania,Kirawira B Aerodrome,Kirawira B Aerodrome,GTZ
Africa,Tanzania,Lake Manyara,Lake Manyara,LKY
Africa,Tanzania,Mafia,Mafia,MFA
Africa,Tanzania,Mbeya,Mbeya,MBI
Africa,Tanzania,Mpanda,Mpanda,NPY
Africa,Tanzania,Mtwara,Mtwara,MYW
Africa,Tanzania,Musoma,Musoma,MUZ
Africa,Tanzania,Mwanza,Mwanza,MWZ
Africa,Tanzania,Pemba,Pemba,PMA
Africa,Tanzania,Seronera Airstrip,Seronera Airstrip,SEU
Africa,Tanzania,Songea,Songea,SGX
Africa,Tanzania,Tabora,Tabora,TBO
Africa,Tanzania,Tanga,Tanga,TGT
Africa,Tanzania,Zanzibar,Zanzibar,ZNZ
Africa,Togo,Lome Tokoin,Lome Tokoin,LFW
Africa,Tunisia,Enfidha - Hammamet,Enfidha - Hammamet,NBE
Africa,Tunisia,Habib Bourguiba,Habib Bourguiba,MIR
Africa,Tunisia,Nefta,Nefta,TOE
Africa,Tunisia,Thyna,Thyna,SFA
Africa,Tunisia,Tunis–Carthage,Tunis–Carthage,TUN
Africa,Tunisia,Zarzis,Zarzis,DJE
Africa,Uganda,Arua,Arua,RUA
Africa,Uganda,Entebbe,Entebbe,EBB
Africa,Uganda,Kasese,Kasese,KSE
Africa,Uganda,Kihihi,Kihihi,KHX
Africa,Uganda,Kisoro,Kisoro,KXO
Africa,Uganda,Pakuba,Pakuba,PAF
Africa,Zambia,Jeki Airstrip,Jeki Airstrip,JEK
Africa,Zambia,Kalumbila,Kalumbila,UMB
Africa,Zambia,Kasama,Kasama,KAA
Africa,Zambia,Livingstone,Livingstone,LVI
Africa,Zambia,Lusaka,Lusaka,LUN
Africa,Zambia,Mansa,Mansa,MNS
Africa,Zambia,Mfuwe,Mfuwe,MFU
Africa,Zambia,Royal,Royal,RYL
Africa,Zambia,Simon M. Kapwepwe,Simon M. Kapwepwe,NLA
Africa,Zambia,Solwezi,Solwezi,SLI
Africa,Zimbabwe,Harare,Harare,HRE
Africa,Zimbabwe,Joshua Mqabuko Nkomo,Joshua Mqabuko Nkomo,BUQ
Africa,Zimbabwe,Victoria Falls,Victoria Falls,VFA
Asia,American Samoa,Pago Pago,Pago Pago,PPG
Asia,Bangladesh,Barisal,Barisal,BZL
Asia,Bangladesh,Coxs Bazar,Coxs Bazar,CXB
Asia,Bangladesh,Jessore,Jessore,JSR
Asia,Bangladesh,Rajshahi,Rajshahi,RJH
Asia,Bangladesh,Saidpur,Saidpur,SPD
Asia,Bangladesh,Shah Amanat,Shah Amanat,CGP
Asia,Bangladesh,Sylhet,Sylhet,ZYL
Asia,Bangladesh,Zia,Zia,DAC
Asia,Bhutan,Bathpalathang,Bathpalathang,BUT
Asia,Bhutan,Gelephu,Gelephu,GLU
Asia,Bhutan,Paro,Paro,PBH
Asia,Bhutan,Yongphulla,Yongphulla,YON
Asia,Brunei Darussalam,Brunei,Brunei,BWN
Asia,Cambodia,Dara Sakor,Dara Sakor,DSY
Asia,Cambodia,Kratie,Kratie,KTI
Asia,Cambodia,Phnom Penh,Phnom Penh,PNH
Asia,Cambodia,Siem Reap-Ankor,Siem Reap-Ankor,SAI
Asia,Cambodia,Sihanoukville,Sihanoukville,KOS
Asia,China,,,WEC
Asia,China,Aksu,Aksu,AKU
Asia,China,Alaer Talimu,Alaer Talimu,ACF
Asia,China,Ali Pulan,Ali Pulan,APJ
Asia,China,Altay,Altay,AAT
Asia,China,Alxa Left Banner,Alxa Left Banner,AXF
Asia,China,An Shun/Huang Guo Shu,An Shun/Huang Guo Shu,AVA
Asia,China,Anqing,Anqing,AQG
Asia,China,Anshan Teng'ao,Anshan Teng'ao,AOG
Asia,China,Arxan Yiershi,Arxan Yiershi,YIE
Asia,China,Baicheng Chang'an,Baicheng Chang'an,DBC
Asia,China,Bailian,Bailian,LZH
Asia,China,Bangda,Bangda,BPX
Asia,China,Baoshan,Baoshan,BSD
Asia,China,Baotou,Baotou,BAV
Asia,China,Bayannur Tianjitai,Bayannur Tianjitai,RLK
Asia,China,Beihai,Beihai,BHY
Asia,China,Beihu,Beihu,HCZ
Asia,China,Beijing Capital,Beijing Capital,PEK
Asia,China,Bole Alashankou,Bole Alashankou,BPL
Asia,China,Bozhou,Bozhou,BZJ
Asia,China,Brkol Dahe,Brkol Dahe,DHH
Asia,China,Cangyuan Washan,Cangyuan Washan,CWJ
Asia,China,ChaGanHu,ChaGanHu,YSQ
Asia,China,Changbaishan,Changbaishan,NBS
Asia,China,Changchun Longjia,Changchun Longjia,CGQ
Asia,China,Changde,Changde,CGD
Asia,China,Changsha Huanghua,Changsha Huanghua,CSX
Asia,China,Changzhi,Changzhi,CIH
Asia,China,Changzhou,Changzhou,CZX
Asia,China,Chaoyang,Chaoyang,CHG
Asia,China,Cheng Xian,Cheng Xian,LNL
Asia,China,Chengdu Shuangliu,Chengdu Shuangliu,CTU
Asia,China,Chifeng,Chifeng,CIF
Asia,China,Chizhou Jiuhuashan,Chizhou Jiuhuashan,JUH
Asia,China,Chongqing Jiangbei,Chongqing Jiangbei,CKG
Asia,China,Chongqing Wushan,Chongqing Wushan,WSK
Asia,China,Chongqing Xiannvshan,Chongqing Xiannvshan,CQW
Asia,China,Dali,Dali,DLU
Asia,China,Dalian Zhoushuizi,Dalian Zhoushuizi,DLC
Asia,China,Dandong,Dandong,DDG
Asia,China,Daocheng Yading,Daocheng Yading,DCY
Asia,China,Daqing Shi,Daqing Shi,DQA
Asia,China,Datong,Datong,DAT
Asia,China,Daxing,Daxing,PKX
Asia,China,Dayong,Dayong,DYG
Asia,China,Dazhou Jinya,Dazhou Jinya,DZH
Asia,China,Dedu,Dedu,DTU
Asia,China,Dehong Mangshi,Dehong Mangshi,LUM
Asia,China,Diqing Shangri-La,Diqing Shangri-La,DIG
Asia,China,Dongshan,Dongshan,HLD
Asia,China,Dongsheng,Dongsheng,DSN
Asia,China,Dongying,Dongying,DOY
Asia,China,Dunhuang,Dunhuang,DNH
Asia,China,Enshi,Enshi,ENH
Asia,China,Enyang,Enyang,BZX
Asia,China,Eren Hot,Eren Hot,ERL
Asia,China,Ezhou Huahu,Ezhou Huahu,EHU
Asia,China,Foshan,Foshan,FUO
Asia,China,Fuqiang,Fuqiang,AKA
Asia,China,Fuyang,Fuyang,FUG
Asia,China,Fuyuan,Fuyuan,FYJ
Asia,China,Fuyun Koktokay,Fuyun Koktokay,FYN
Asia,China,Fuzhou Changle,Fuzhou Changle,FOC
Asia,China,Gannan Xiahe,Gannan Xiahe,GXH
Asia,China,Ganzhou,Ganzhou,KOW
Asia,China,Ganzhou Ruijin,Ganzhou Ruijin,JRJ
Asia,China,Ganzi,Ganzi,GZG
Asia,China,Golmud,Golmud,GOQ
Asia,China,Golog Maqin,Golog Maqin,GMQ
Asia,China,Guangyuan,Guangyuan,GYS
Asia,China,Guangzhou Baiyun,Guangzhou Baiyun,CAN
Asia,China,Guilin Liangjiang,Guilin Liangjiang,KWL
Asia,China,Guiyang Longdongbao,Guiyang Longdongbao,KWE
Asia,China,Gunsa,Gunsa,NGQ
Asia,China,Guyuan Liupanshan,Guyuan Liupanshan,GYU
Asia,China,Haikou Meilan,Haikou Meilan,HAK
Asia,China,Hami,Hami,HMI
Asia,China,Handan,Handan,HDG
Asia,China,Hangzhou Xiaoshan,Hangzhou Xiaoshan,HGH
Asia,China,Hanzhong,Hanzhong,HZG
Asia,China,Hefei Xinqiao,Hefei Xinqiao,HFE
Asia,China,Heihe,Heihe,HEK
Asia,China,Hengyang Nanyue,Hengyang Nanyue,HNY
Asia,China,Heze Mudan,Heze Mudan,HZA
Asia,China,Hilton Head,Hilton Head,HXD
Asia,China,Hohhot Baita,Hohhot Baita,HET
Asia,China,Hong Qiqu,Hong Qiqu,HQQ
Asia,China,Hongqiao,Hongqiao,SHA
Asia,China,Hongqilafu,Hongqilafu,HQL
Asia,China,Hongyuan,Hongyuan,AHJ
Asia,China,Hotan,Hotan,HTN
Asia,China,Huai'an Lianshui,Huai'an Lianshui,HIA
Asia,China,Huatugou,Huatugou,HTT
Asia,China,Huizhou,Huizhou,HUZ
Asia,China,Huolinhe,Huolinhe,HUO
Asia,China,Jiagedaqi,Jiagedaqi,JGD
Asia,China,Jiamusi,Jiamusi,JMU
Asia,China,Jiangbulake,Jiangbulake,JBK
Asia,China,Jiansanjiang,Jiansanjiang,JSJ
Asia,China,Jiaxing Nanhu,Jiaxing Nanhu,JNH
Asia,China,Jiayuguan,Jiayuguan,JGN
Asia,China,Jinan Yaoqiang,Jinan Yaoqiang,TNA
Asia,China,Jinchuan,Jinchuan,JIC
Asia,China,Jingdezhen,Jingdezhen,JDZ
Asia,China,Jinggangshan,Jinggangshan,JGS
Asia,China,Jingmai,Jingmai,JMJ
Asia,China,Jining Da'an,Jining Da'an,JNG
Asia,China,Jinzhou,Jinzhou,JNZ
Asia,China,Jiujiang Lushan,Jiujiang Lushan,JIU
Asia,China,Jiuzhai Huanglong,Jiuzhai Huanglong,JZH
Asia,China,Jixi,Jixi,JXA
Asia,China,Kaili Huangping,Kaili Huangping,KJH
Asia,China,Kanas,Kanas,KJI
Asia,China,Kangding,Kangding,KGT
Asia,China,Karamay,Karamay,KRY
Asia,China,Kashi,Kashi,KHG
Asia,China,Korla,Korla,KRL
Asia,China,Kunming Changshui,Kunming Changshui,KMG
Asia,China,Kuqa,Kuqa,KCA
Asia,China,Langzhong Gucheng,Langzhong Gucheng,LZG
Asia,China,Lanzhou Zhongchuan,Lanzhou Zhongchuan,LHW
Asia,China,Lhasa,Lhasa,LXA
Asia,China,Lianyungang,Lianyungang,LYG
Asia,China,Libo County Libo City,Libo County Libo City,LLB
Asia,China,Lijiang Sanyi,Lijiang Sanyi,LJG
Asia,China,Lincang,Lincang,LNJ
Asia,China,Linfen Qiaoli,Linfen Qiaoli,LFQ
Asia,China,Lingling,Lingling,LLF
Asia,China,Linyi,Linyi,LYI
Asia,China,Lishui,Lishui,LIJ
Asia,China,Liupanshui Yuezhao,Liupanshui Yuezhao,LPF
Asia,China,Longyan,Longyan,LCX
Asia,China,Lu Kou,Lu Kou,NKG
Asia,China,Luliang,Luliang,LLV
Asia,China,Luoyang,Luoyang,LYA
Asia,China,Luqiao,Luqiao,HYN
Asia,China,Manzhouli,Manzhouli,NZH
Asia,China,Maotai,Maotai,WMT
Asia,China,Meixian,Meixian,MXZ
Asia,China,Mianyang,Mianyang,MIG
Asia,China,Minggang,Minggang,XAI
Asia,China,Mohe,Mohe,OHE
Asia,China,Mudanjiang,Mudanjiang,MDG
Asia,China,Nalati,Nalati,NLT
Asia,China,Nanchang,Nanchang,KHN
Asia,China,Nanchong,Nanchong,NAO
Asia,China,Nanning Wuxu,Nanning Wuxu,NNG
Asia,China,Nanniwan,Nanniwan,ENY
Asia,China,Nanping Wuyishan,Nanping Wuyishan,WUS
Asia,China,Nantong,Nantong,NTG
Asia,China,Nanyang,Nanyang,NNY
Asia,China,Ningbo Lishe,Ningbo Lishe,NGB
Asia,China,Ninglang Luguhu,Ninglang Luguhu,NLH
Asia,China,Nyingchi,Nyingchi,LZY
Asia,China,Panzhihua,Panzhihua,PZI
Asia,China,Penglai,Penglai,YNT
Asia,China,Phoenix,Phoenix,SYX
Asia,China,Puning,Puning,CDE
Asia,China,Qianjiang Wulingshan,Qianjiang Wulingshan,JIQ
Asia,China,Qiemo,Qiemo,IQM
Asia,China,Qingdao Jiaodong,Qingdao Jiaodong,TAO
Asia,China,Qingshan,Qingshan,XIC
Asia,China,Qingyang,Qingyang,IQN
Asia,China,Qinhuangdao Beidaihe,Qinhuangdao Beidaihe,BPE
Asia,China,Qionghai Bo'ao,Qionghai Bo'ao,BAR
Asia,China,Qiqihar Sanjiazi,Qiqihar Sanjiazi,NDG
Asia,China,Quanzhou,Quanzhou,JJN
Asia,China,Quzhou,Quzhou,JUZ
